Transaction_Amount,Transaction_Type,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label,GPS_Location,Transaction_Hour,Transaction_Day,Transaction_Month,Amount_Balance_Ratio,High_Amount_Flag,High_Velocity_Flag,Geo_Anomaly_Flag,Risk_Amount_Interaction
57.33,1,95677.87,0,1,1,0.0,0.0,6.0,212.24,4.0,1,67.0,4304.05,1,0.1336,1.0,1,44050,2,1,1,0.0005991918591847918,0,0,0,7.659287999999999
45.26,1,77319.63,2,4,4,0.0,0.0,5.0,155.02,1.0,3,40.0,4842.45,1,0.0363,0.0,0,6567,17,1,1,0.0005853547753038225,0,0,1,1.6429379999999998
99.0,2,42642.35,0,2,5,0.0,0.0,11.0,335.19,0.0,1,51.0,2695.82,2,0.4905,0.0,0,15627,2,1,1,0.0023215812078553866,0,0,0,48.5595
33.77,3,96737.38,2,2,1,0.0,0.0,13.0,387.03,4.0,1,229.0,1151.95,2,0.4631,1.0,1,49245,11,1,1,0.00034908585403228793,0,0,0,15.638887000000002
1.23,3,92555.33,4,4,0,0.0,1.0,14.0,98.47,2.0,2,107.0,2949.74,2,0.6701,0.0,0,48924,10,1,1,1.3289204530905666e-05,0,1,0,0.824223
2.34,3,78828.92,3,0,3,1.0,0.0,13.0,137.49,1.0,1,76.0,508.07,2,0.959,0.0,1,37996,3,1,1,2.9684160531940157e-05,0,0,0,2.2440599999999997
52.58,3,19048.38,3,2,2,0.0,0.0,2.0,148.55,0.0,0,104.0,331.67,0,0.7572,0.0,0,68878,3,1,2,0.002760194819988892,0,0,0,39.813576
8.4,1,2560.77,3,1,1,0.0,0.0,14.0,390.7,4.0,3,12.0,4932.16,1,0.7865,0.0,1,56973,3,1,2,0.0032789828907357024,0,1,1,6.6066
5.23,2,4217.32,1,0,3,1.0,0.0,14.0,200.69,2.0,3,160.0,4495.45,0,0.3487,0.0,0,10118,2,1,2,0.0012398300745320413,0,1,0,1.8237010000000002
55.15,1,3919.2,2,1,1,0.0,0.0,1.0,64.82,0.0,0,2.0,3102.82,3,0.2944,0.0,0,26675,15,1,1,0.01406815978776593,0,0,0,16.236159999999998
403.9,2,96603.51,1,1,1,0.0,0.0,14.0,405.2,0.0,0,128.0,508.12,2,0.6985,0.0,0,32624,8,1,2,0.0041809642220637525,1,1,0,282.12415
73.53,1,58720.09,1,2,0,1.0,0.0,6.0,187.08,1.0,3,181.0,4116.38,1,0.4301,0.0,0,23942,23,1,1,0.001252190652455532,0,0,0,31.625253
123.96,2,65679.81,2,4,5,0.0,0.0,4.0,110.66,2.0,1,68.0,4897.59,3,0.515,1.0,0,22366,6,1,2,0.0018873092460339634,0,0,1,63.8394
103.92,1,33043.73,2,1,0,0.0,0.0,10.0,98.11,1.0,1,73.0,4774.78,0,0.9983,0.0,1,26171,10,1,1,0.003144828237361903,0,0,1,103.743336
56.36,3,44415.56,1,4,2,0.0,0.0,8.0,451.35,3.0,1,234.0,1931.41,0,0.3241,1.0,0,27190,18,1,1,0.0012688961054165384,0,0,0,18.266276
295.94,2,42570.47,2,4,5,0.0,1.0,1.0,356.6,2.0,3,126.0,1047.14,0,0.6027,0.0,0,33880,22,1,1,0.006951603973271301,1,0,0,178.363038
4.62,3,86840.73,2,3,2,0.0,0.0,3.0,250.41,0.0,3,33.0,1298.06,1,0.1298,1.0,0,39281,5,1,2,5.3200229889478255e-05,0,0,0,0.599676
315.34,2,24973.64,1,1,2,0.0,0.0,3.0,385.88,4.0,3,179.0,1285.97,3,0.2464,0.0,1,10958,13,1,1,0.012626408228506997,1,0,0,77.699776
3.27,0,21705.54,3,0,0,0.0,0.0,11.0,271.04,0.0,3,88.0,2612.41,3,0.5627,1.0,0,20561,16,1,1,0.00015064584222082377,0,0,0,1.840029
66.85,2,47400.3,0,4,2,0.0,0.0,5.0,281.1,0.0,0,38.0,3854.87,0,0.3944,0.0,0,14582,7,1,2,0.001410298873659583,0,0,0,26.365639999999996
22.68,0,15586.66,3,2,1,0.0,0.0,11.0,417.95,2.0,2,109.0,2126.65,3,0.442,0.0,0,28303,16,1,1,0.001454997093855011,0,0,0,10.02456
138.78,2,13705.14,1,2,2,0.0,0.0,2.0,12.32,4.0,2,209.0,3482.01,0,0.6973,1.0,1,58194,4,1,2,0.01012538905920996,0,0,0,96.77129400000001
182.6,3,90972.23,1,3,5,0.0,0.0,5.0,417.91,3.0,3,72.0,3744.28,0,0.8412,0.0,0,10128,4,1,1,0.002007183871563096,0,0,0,153.60312
22.0,0,9075.17,0,2,2,0.0,0.0,11.0,329.25,4.0,3,156.0,1207.0,0,0.0434,1.0,1,63612,5,1,2,0.002423929917575365,0,0,0,0.9548
237.78,3,54831.66,1,3,1,0.0,0.0,5.0,414.22,4.0,1,124.0,923.98,2,0.7225,0.0,1,31616,12,1,1,0.0043364666240886356,1,0,0,171.79605
239.46,1,85365.16,3,4,3,0.0,0.0,8.0,151.37,4.0,0,55.0,2745.42,2,0.8694,1.0,1,62547,9,1,1,0.0028050927908670133,1,0,0,208.186524
31.38,2,88559.34,1,0,2,0.0,0.0,3.0,286.6,4.0,0,64.0,2735.82,1,0.7541,0.0,1,32696,18,1,1,0.00035433468299692615,0,0,0,23.663657999999998
90.89,0,92322.82,2,4,3,0.0,0.0,8.0,149.55,4.0,3,236.0,3415.05,2,0.8868,0.0,1,17276,18,1,1,0.0009844696634086414,0,0,0,80.601252
62.87,2,56714.27,4,1,4,0.0,0.0,1.0,183.91,0.0,1,103.0,1025.16,2,0.9587,1.0,1,41476,12,1,1,0.0011085198042784597,0,0,0,60.273469
22.53,2,92861.13,1,0,2,0.0,0.0,7.0,128.64,4.0,3,157.0,1256.24,2,0.8779,1.0,1,55877,1,1,2,0.0002426177387919058,0,0,0,19.779087
24.12,0,29267.6,1,4,2,0.0,0.0,14.0,185.36,4.0,1,62.0,1121.81,2,0.7317,1.0,1,62403,20,1,1,0.0008240913470408561,0,1,0,17.648604000000002
241.62,3,98632.97,3,3,5,0.0,0.0,4.0,31.72,0.0,1,160.0,15.15,2,0.2651,0.0,0,4244,2,1,1,0.0024496631332998156,1,0,0,64.053462
97.44,3,37834.06,1,0,1,0.0,0.0,5.0,175.81,1.0,0,29.0,1662.77,3,0.0443,0.0,0,41454,15,1,1,0.002575389070349036,0,0,0,4.316592
153.24,1,27615.06,1,0,1,0.0,0.0,9.0,211.02,4.0,3,186.0,841.35,1,0.8469,1.0,1,44498,10,1,1,0.005548945070368474,0,0,0,129.778956
99.48,2,88791.11,1,4,5,0.0,0.0,13.0,247.82,2.0,0,163.0,3978.4,3,0.2493,0.0,0,72065,7,1,1,0.0011203698166424923,0,0,0,24.800364000000002
39.99,1,75294.22,3,4,0,0.0,0.0,9.0,377.21,1.0,3,157.0,3875.54,2,0.9603,0.0,1,25749,15,1,1,0.000531109411726269,0,0,0,38.402397
125.81,2,67435.36,3,1,4,0.0,0.0,9.0,161.8,1.0,2,148.0,1178.29,1,0.3815,1.0,0,37345,4,1,2,0.001865610777331398,0,0,0,47.996515
9.7,0,69602.72,4,3,2,0.0,0.0,5.0,116.57,2.0,3,181.0,2740.01,2,0.4429,0.0,0,39313,22,1,1,0.00013936036752058652,0,0,0,4.29613
106.48,3,20549.73,0,3,4,1.0,0.0,1.0,449.3,4.0,0,219.0,3835.01,1,0.0955,0.0,1,66392,5,1,1,0.0051813244590338155,0,0,0,10.168840000000001
39.8,1,35068.93,2,1,5,0.0,0.0,6.0,273.22,3.0,3,46.0,961.39,3,0.793,0.0,0,53078,9,1,1,0.0011348753761413267,0,0,0,31.5614
72.15,0,39955.78,2,1,4,0.0,0.0,5.0,84.87,3.0,3,216.0,1463.13,1,0.7104,1.0,0,71203,0,1,1,0.0018057010599953252,0,0,0,51.25536
141.74,3,43133.17,0,2,5,1.0,0.0,7.0,155.26,0.0,3,94.0,4644.95,2,0.8732,1.0,1,51280,14,1,1,0.0032860259047525434,0,0,1,123.767368
62.62,3,90751.74,4,3,3,0.0,0.0,14.0,348.18,4.0,3,8.0,4174.13,3,0.4815,0.0,1,45729,7,1,2,0.0006900067149487717,0,1,0,30.151529999999998
64.6,3,19198.0,4,4,3,0.0,0.0,9.0,482.93,4.0,1,186.0,4543.25,0,0.1982,0.0,1,31289,3,1,2,0.0033647585811761027,0,0,1,12.803719999999998
77.74,0,70667.81,2,1,3,0.0,0.0,1.0,293.98,4.0,3,136.0,1956.15,1,0.7602,0.0,1,42962,17,1,1,0.0011000609745657243,0,0,0,59.097947999999995
97.04,2,91549.09,0,3,1,0.0,0.0,2.0,294.83,0.0,3,22.0,3692.6,0,0.2516,0.0,0,6398,10,1,1,0.0010599661890010159,0,0,0,24.415264
114.76,2,24163.79,1,0,1,0.0,0.0,5.0,324.25,3.0,1,195.0,1532.49,3,0.3375,0.0,0,24574,6,1,2,0.004749058444124696,0,0,0,38.731500000000004
237.22,1,4846.42,4,2,5,0.0,1.0,3.0,242.31,1.0,3,187.0,3319.47,3,0.6433,1.0,0,72032,23,1,1,0.048937372870516686,1,0,0,152.603626
115.97,3,10895.48,3,4,4,0.0,0.0,2.0,115.14,4.0,2,113.0,3591.12,1,0.8153,0.0,1,72524,5,1,2,0.010642886510139055,0,0,0,94.550341
9.88,1,1743.53,1,2,3,1.0,0.0,12.0,193.22,1.0,1,137.0,3007.18,3,0.989,0.0,1,54777,7,1,1,0.005663416507598036,0,0,0,9.771320000000001
210.25,3,86848.84,1,0,3,0.0,0.0,5.0,156.39,4.0,1,71.0,3536.74,1,0.6783,1.0,1,22276,0,1,1,0.0024208449894668775,0,0,0,142.612575
21.3,3,80311.02,1,1,0,0.0,0.0,7.0,16.41,4.0,1,227.0,664.7,2,0.2995,1.0,1,35618,17,1,1,0.00026521559288385476,0,0,0,6.37935
1.8,2,71926.99,4,4,0,0.0,0.0,5.0,126.25,3.0,0,30.0,1408.91,0,0.3804,0.0,0,49914,22,1,1,2.5025028504202605e-05,0,0,0,0.68472
405.49,2,98671.64,3,1,0,0.0,0.0,10.0,25.97,3.0,0,210.0,2162.76,0,0.5312,0.0,0,25133,4,1,2,0.00410944715779369,1,0,0,215.396288
54.81,1,68175.55,2,1,0,0.0,0.0,13.0,406.84,2.0,2,141.0,2399.7,2,0.1138,1.0,0,68393,16,1,1,0.0008039421179276452,0,0,0,6.2373780000000005
84.09,2,67253.62,3,0,3,0.0,0.0,11.0,342.8,1.0,3,222.0,3980.61,0,0.1496,0.0,0,24432,12,1,1,0.0012503230261356024,0,0,0,12.579864
101.08,3,59196.04,2,3,2,1.0,0.0,11.0,111.97,2.0,2,80.0,43.28,0,0.0704,0.0,0,51383,9,1,1,0.0017075178083228485,0,0,0,7.116032000000001
179.43,3,66981.56,4,4,1,0.0,0.0,1.0,131.67,3.0,2,167.0,3966.89,3,0.987,0.0,1,27688,16,1,1,0.0026787569779357493,0,0,0,177.09741
161.57,3,25576.17,1,1,3,0.0,0.0,4.0,67.53,3.0,0,83.0,4127.0,2,0.9036,0.0,1,8669,23,1,1,0.0063169615715890385,0,0,0,145.99465199999997
124.63,0,97308.67,4,1,1,0.0,0.0,4.0,209.12,0.0,3,151.0,1325.55,3,0.4352,0.0,0,48725,9,1,1,0.0012807565784572078,0,0,0,54.238975999999994
57.28,0,45439.36,0,3,5,0.0,0.0,11.0,387.45,3.0,2,175.0,1950.77,2,0.1516,0.0,0,62880,16,1,1,0.0012605533935030444,0,0,0,8.683648000000002
16.02,1,17320.45,3,0,2,0.0,0.0,2.0,493.62,2.0,3,151.0,1038.53,0,0.442,1.0,0,50462,14,1,1,0.0009248648352187605,0,0,0,7.08084
138.08,2,45647.19,1,2,4,0.0,0.0,14.0,400.58,3.0,0,13.0,1496.77,0,0.9653,1.0,1,42257,6,1,1,0.0030248734944364718,0,1,0,133.28862400000003
128.52,0,25734.14,0,0,3,0.0,0.0,8.0,194.48,0.0,0,190.0,762.3,0,0.9158,0.0,1,5212,18,1,1,0.004993949906625727,0,0,0,117.698616
147.44,1,73225.89,4,2,2,0.0,0.0,10.0,282.11,0.0,1,102.0,2536.16,0,0.4501,1.0,0,59447,1,1,1,0.0020134680033523206,0,0,0,66.36274399999999
154.51,0,9566.57,0,0,0,0.0,0.0,12.0,99.26,1.0,1,70.0,2893.59,3,0.8912,0.0,1,9522,6,1,2,0.016149346176719898,0,0,0,137.699312
90.07,3,9569.69,1,2,1,0.0,0.0,8.0,194.57,1.0,0,236.0,2081.07,3,0.5776,0.0,0,36325,17,1,1,0.009411024701458305,0,0,0,52.024432
40.78,0,43579.05,4,3,5,0.0,0.0,3.0,215.07,1.0,1,170.0,4748.05,2,0.1967,0.0,0,792,19,1,1,0.0009357492705951462,0,0,1,8.021426
38.59,3,21466.59,3,3,4,0.0,0.0,11.0,123.71,4.0,3,59.0,1639.35,3,0.2593,1.0,1,7235,2,1,1,0.0017975934886030524,0,0,0,10.006387
122.02,0,11344.36,0,2,2,0.0,0.0,4.0,171.35,4.0,2,140.0,2082.26,0,0.1132,0.0,1,23983,5,1,2,0.010755057574197733,0,0,0,13.812664
170.88,2,36176.9,1,0,4,0.0,0.0,9.0,97.91,3.0,1,221.0,4197.56,3,0.5813,0.0,0,46066,21,1,1,0.004723325566160556,0,0,0,99.332544
178.56,3,62359.52,0,4,5,0.0,0.0,4.0,491.21,4.0,3,29.0,2159.31,3,0.444,1.0,1,22428,4,1,2,0.0028633500811090094,0,0,0,79.28064
15.96,1,78767.43,3,0,3,0.0,1.0,7.0,365.89,1.0,3,232.0,3719.57,1,0.9514,0.0,1,39025,1,1,2,0.0002026192473304343,0,0,0,15.184344000000001
315.58,3,76145.07,0,0,4,0.0,0.0,10.0,277.55,1.0,1,78.0,4728.27,3,0.4385,0.0,0,52863,16,1,1,0.00414440298757375,1,0,1,138.38182999999998
12.58,2,87636.69,3,4,5,0.0,0.0,8.0,126.72,0.0,0,51.0,611.67,2,0.8151,0.0,0,56671,6,1,1,0.00014354554530134238,0,0,0,10.253958
73.6,0,51894.76,1,1,4,0.0,0.0,7.0,372.12,4.0,3,9.0,203.45,1,0.8106,1.0,1,44109,7,1,2,0.0014182276162831027,0,0,0,59.66016
65.11,3,57202.4,0,3,2,0.0,1.0,2.0,221.59,4.0,1,4.0,3053.88,1,0.5174,0.0,1,43858,2,1,2,0.0011382190569092046,0,0,0,33.687914
108.83,3,36516.77,0,2,4,0.0,0.0,4.0,205.39,0.0,3,205.0,23.33,1,0.863,0.0,1,37692,3,1,1,0.002980192930729341,0,0,0,93.92029
43.85,2,31525.4,1,4,1,0.0,0.0,6.0,79.07,0.0,3,165.0,3904.17,2,0.427,0.0,0,42774,21,1,1,0.0013908977872513196,0,0,0,18.72395
22.73,3,72853.31,3,1,4,0.0,0.0,6.0,469.65,4.0,2,190.0,4339.01,3,0.4199,1.0,1,50512,5,1,1,0.0003119925231602633,0,0,0,9.544327000000001
296.73,3,73853.9,0,2,1,0.0,0.0,4.0,299.5,2.0,3,81.0,1816.45,1,0.2543,0.0,0,9598,15,1,1,0.0040177428985754505,1,0,0,75.45843900000001
16.7,3,55351.17,2,0,1,0.0,0.0,3.0,339.79,3.0,0,136.0,2393.99,3,0.8791,0.0,1,53656,6,1,2,0.000301704522153332,0,0,0,14.680969999999999
139.65,3,57150.54,4,0,2,0.0,0.0,6.0,192.57,2.0,2,212.0,500.07,2,0.9114,1.0,1,41614,23,1,1,0.0024435037096113246,0,0,0,127.27701
62.6,1,37953.29,2,4,1,0.0,0.0,5.0,282.5,3.0,3,49.0,4685.01,0,0.8656,0.0,1,16812,9,1,1,0.0016493524183959177,0,0,1,54.18656
86.86,1,97301.97,3,3,1,0.0,0.0,6.0,203.64,1.0,2,65.0,3647.89,1,0.8326,0.0,0,47617,11,1,1,0.0008926757323029297,0,0,0,72.319636
23.64,0,46255.1,1,2,4,0.0,0.0,7.0,181.18,0.0,3,141.0,4185.85,3,0.702,1.0,0,58484,1,1,1,0.0005110677294454137,0,0,0,16.59528
101.13,2,68930.53,1,1,2,0.0,0.0,5.0,475.6,1.0,0,8.0,2710.07,1,0.9383,0.0,1,5027,22,1,1,0.0014671080128353454,0,0,0,94.89027899999999
166.65,1,32511.14,4,1,3,0.0,0.0,13.0,20.64,0.0,0,201.0,2400.14,3,0.9754,0.0,1,37568,23,1,1,0.005125777632601238,0,0,0,162.55041
256.08,0,48427.05,0,0,1,0.0,0.0,14.0,277.19,4.0,0,83.0,1489.27,0,0.9746,1.0,1,62221,23,1,1,0.0052878445446389016,1,1,0,249.575568
50.99,3,5275.0,1,2,5,0.0,0.0,9.0,405.95,1.0,3,125.0,1324.02,2,0.0056,0.0,0,17395,18,1,1,0.009664518574677787,0,0,0,0.285544
348.03,0,17760.4,0,4,4,1.0,0.0,4.0,277.01,1.0,0,59.0,400.58,0,0.0035,1.0,0,15685,23,1,1,0.019594739153445107,1,0,0,1.218105
149.34,0,31674.65,4,2,2,1.0,1.0,14.0,491.01,2.0,2,144.0,1537.01,3,0.891,0.0,1,54094,9,1,1,0.0047146625246837865,0,1,0,133.06194
19.09,1,39851.47,3,3,5,0.0,0.0,10.0,351.5,3.0,0,218.0,4095.45,1,0.2821,0.0,0,47782,14,1,1,0.00047901673346721044,0,0,0,5.385289
132.38,0,76408.51,1,4,4,0.0,0.0,14.0,426.13,0.0,0,220.0,2837.9,3,0.2798,0.0,0,73224,15,1,1,0.0017325068568035575,0,1,0,37.039924
36.27,1,35486.93,1,3,5,0.0,0.0,12.0,354.2,3.0,3,208.0,17.15,3,0.8844,0.0,1,27060,8,1,1,0.0010220376336405083,0,0,0,32.077188
157.57,0,84716.3,3,0,4,0.0,0.0,8.0,91.11,4.0,0,231.0,1908.43,0,0.7888,0.0,1,52817,8,1,1,0.0018599506830364045,0,0,0,124.29121599999999
0.34,1,3163.99,0,3,2,0.0,0.0,1.0,375.62,4.0,0,157.0,562.3,0,0.4532,0.0,1,63389,0,1,2,0.0001074252999219587,0,0,0,0.154088
84.3,1,6436.18,0,4,3,0.0,0.0,4.0,59.67,1.0,1,4.0,3741.58,1,0.2015,0.0,0,12260,18,1,1,0.013095796606588599,0,0,0,16.98645
96.68,1,88694.77,3,2,0,0.0,1.0,7.0,355.18,4.0,2,36.0,3115.31,0,0.22,1.0,1,9260,5,1,2,0.0010900181598288172,0,0,0,21.2696
8.27,0,9465.39,2,3,3,0.0,0.0,14.0,218.46,1.0,3,69.0,499.2,1,0.0165,0.0,0,29534,9,1,1,0.0008736170810625804,0,1,0,0.136455
14.4,3,15586.41,2,0,1,0.0,0.0,13.0,378.47,0.0,2,193.0,2500.08,0,0.6166,1.0,0,11048,7,1,2,0.0009238224952060669,0,0,0,8.879040000000002
16.96,1,32174.61,3,2,2,0.0,0.0,4.0,375.77,3.0,3,115.0,4060.54,2,0.5965,1.0,0,2022,8,1,1,0.000527107333784814,0,0,0,10.11664
107.76,3,11432.04,3,1,5,0.0,0.0,11.0,174.64,4.0,1,231.0,1459.79,0,0.8199,0.0,1,11685,0,1,1,0.009425314701951537,0,0,0,88.352424
90.73,1,60897.33,1,1,4,0.0,1.0,7.0,77.06,4.0,0,156.0,3744.98,3,0.1777,0.0,1,38873,14,1,1,0.0014898602309784193,0,0,0,16.122721000000002
41.52,1,734.16,2,0,0,0.0,0.0,8.0,495.24,4.0,2,165.0,2629.12,3,0.4164,0.0,1,31721,2,1,1,0.056477501496272925,0,0,0,17.288928000000002
4.94,0,1206.49,3,0,0,0.0,0.0,12.0,32.63,3.0,2,153.0,1458.32,2,0.9579,1.0,1,50949,6,1,2,0.004091131189492253,0,0,0,4.732026
209.78,3,65742.9,3,3,0,0.0,0.0,1.0,310.35,4.0,2,167.0,558.14,1,0.872,0.0,1,11908,5,1,1,0.0031908663769566457,0,0,0,182.92816
129.7,1,97107.68,2,1,4,0.0,0.0,3.0,55.87,1.0,3,139.0,4735.91,0,0.3678,0.0,0,33969,2,1,1,0.001335616960296443,0,0,1,47.70366
17612.100000000002,1,24479.01,4,2,2,0.0,0.0,5.0,276.18,3.0,2,102.0,4550.14,1,0.913,1.0,1,43177,1,1,2,0.7194482355195118,1,0,1,16079.847300000003
216.1,2,9056.58,3,0,4,0.0,0.0,7.0,276.29,1.0,1,54.0,4171.1,2,0.9435,0.0,1,48500,18,1,1,0.023858469922429612,0,0,0,203.89034999999998
74.18,3,70457.68,1,4,1,0.0,0.0,12.0,241.3,4.0,0,34.0,2454.6,2,0.4169,0.0,1,33369,2,1,1,0.0010528156360578996,0,0,0,30.925642000000003
169.58,0,95641.96,3,1,5,0.0,0.0,13.0,337.61,2.0,3,149.0,1463.69,3,0.9486,1.0,1,9304,1,1,2,0.0017730526115042864,0,0,0,160.86358800000002
8.25,3,3964.8,1,3,5,0.0,0.0,5.0,147.72,2.0,1,135.0,4590.53,2,0.6874,0.0,0,18231,14,1,1,0.002080286449140148,0,0,1,5.67105
177.75,0,47994.56,0,3,0,0.0,0.0,7.0,110.15,4.0,0,60.0,2505.24,3,0.2312,0.0,1,14647,10,1,1,0.0037034675707502945,0,0,0,41.0958
23.61,3,60848.84,2,3,4,0.0,0.0,12.0,289.87,4.0,1,106.0,3546.54,1,0.9058,0.0,1,33789,1,1,2,0.0003880043069957127,0,0,0,21.385938
0.33,3,13120.11,3,4,4,0.0,1.0,2.0,85.23,3.0,1,136.0,1784.69,1,0.3524,0.0,0,67497,16,1,1,2.5150311216048034e-05,0,0,0,0.116292
61.18,1,73512.35,4,0,2,0.0,0.0,3.0,64.69,2.0,0,204.0,954.71,2,0.9725,0.0,1,65315,5,1,2,0.0008322297922758247,0,0,0,59.497550000000004
139.91,3,64282.32,2,1,4,0.0,0.0,2.0,461.89,2.0,0,185.0,278.19,3,0.4766,0.0,0,32807,23,1,1,0.0021764588387780844,0,0,0,66.681106
42.62,2,75024.83,0,1,1,1.0,0.0,14.0,469.14,1.0,3,168.0,209.02,2,0.2829,1.0,0,27804,16,1,1,0.0005680710230063432,0,1,0,12.057197999999998
203.44,3,47311.32,1,0,5,1.0,0.0,8.0,173.28,4.0,1,42.0,2232.94,2,0.451,1.0,1,6067,16,1,1,0.00429993709883599,0,0,0,91.75144
58.13,2,38715.67,3,0,0,0.0,0.0,6.0,78.45,0.0,2,210.0,3948.55,3,0.0928,0.0,0,3488,17,1,1,0.0015014204475746495,0,0,0,5.394464
44.33,3,48812.42,1,1,5,0.0,0.0,6.0,326.8,3.0,2,170.0,2484.43,3,0.9999,0.0,1,46026,7,1,1,0.0009081518975724298,0,0,0,44.325567
9.8,0,88494.69,0,0,0,0.0,0.0,13.0,324.06,1.0,2,199.0,1886.04,1,0.6108,1.0,0,18692,10,1,1,0.0001107398563704063,0,0,0,5.9858400000000005
69.67,0,59057.17,4,4,4,0.0,0.0,6.0,135.69,4.0,1,132.0,627.02,3,0.2869,0.0,1,35084,21,1,1,0.0011796843688180654,0,0,0,19.988323
17612.100000000002,2,13352.44,1,1,3,0.0,0.0,12.0,239.9,4.0,0,35.0,2073.42,1,0.0866,0.0,1,43077,0,1,2,1.3189185707952409,1,0,0,1525.2078600000002
3.21,2,8390.74,1,4,0,0.0,0.0,5.0,472.27,4.0,1,127.0,601.39,3,0.8092,1.0,1,42825,8,1,2,0.0003825190008270037,0,0,0,2.597532
22.96,3,24198.58,1,4,1,0.0,1.0,9.0,457.5,4.0,3,200.0,1370.45,2,0.9161,0.0,1,33363,14,1,1,0.0009487767969526743,0,0,0,21.033656
130.07,0,83504.16,0,3,0,0.0,0.0,9.0,432.81,1.0,2,217.0,74.37,2,0.5987,1.0,0,41136,17,1,1,0.0015576282950658378,0,0,0,77.87290899999999
53.03,0,40316.78,0,4,4,1.0,1.0,3.0,459.43,4.0,3,14.0,1460.54,3,0.2047,0.0,1,7592,9,1,1,0.0013153005944275703,0,0,0,10.855241
45.42,1,92881.8,1,1,3,0.0,0.0,8.0,139.26,4.0,3,16.0,1241.71,3,0.6925,0.0,1,4210,10,1,1,0.0004890033461523555,0,0,0,31.45335
19.82,0,1623.76,2,3,3,0.0,0.0,6.0,362.93,3.0,1,33.0,3862.98,2,0.9647,0.0,1,12647,0,1,2,0.012198724734730052,0,0,0,19.120354
168.69,0,39629.18,0,1,2,0.0,0.0,7.0,55.34,4.0,3,101.0,143.03,2,0.2118,0.0,1,7504,18,1,1,0.004256604436315959,0,0,0,35.728542
404.77,1,55504.06,4,2,1,0.0,0.0,2.0,394.96,0.0,3,217.0,3411.9,3,0.1354,0.0,0,43648,17,1,1,0.007292488288455142,1,0,0,54.80585799999999
15.46,2,16893.77,3,0,5,1.0,0.0,11.0,118.92,4.0,3,121.0,694.2,2,0.896,0.0,1,54809,6,1,2,0.0009150760856762182,0,0,0,13.852160000000001
79.71,3,98131.04,1,3,5,0.0,0.0,6.0,67.63,3.0,0,111.0,2219.05,2,0.2577,0.0,0,36728,1,1,1,0.0008122729334883897,0,0,0,20.541266999999998
39.39,0,18941.01,4,3,5,0.0,0.0,8.0,386.84,2.0,3,182.0,696.01,2,0.2878,0.0,0,65491,8,1,2,0.002079504762166212,0,0,0,11.336442
153.36,0,15810.39,4,3,4,0.0,0.0,3.0,251.42,2.0,0,1.0,2778.34,2,0.2422,0.0,0,54871,21,1,1,0.00969933699693702,0,0,0,37.143792000000005
144.43,0,68374.59,1,0,2,0.0,0.0,4.0,278.69,0.0,2,43.0,3274.59,1,0.5065,0.0,0,15457,6,1,1,0.0021123035282035593,0,0,0,73.153795
17612.100000000002,2,34735.28,4,1,1,0.0,0.0,5.0,301.79,0.0,1,76.0,2716.22,1,0.2879,0.0,0,41391,5,1,1,0.5070232045573102,1,0,0,5070.523590000001
241.16,2,56853.9,4,2,2,0.0,0.0,2.0,174.61,2.0,2,3.0,4995.38,1,0.6976,0.0,0,39605,15,1,1,0.004241674860038448,1,0,1,168.233216
39.12,3,13729.59,3,1,0,0.0,0.0,13.0,461.72,2.0,0,95.0,3241.09,0,0.9782,0.0,1,64128,5,1,2,0.0028491128203522206,0,0,0,38.26718399999999
87.98,1,55067.35,3,1,1,0.0,0.0,9.0,82.13,4.0,1,54.0,4105.94,1,0.2147,0.0,1,7122,3,1,1,0.0015976509192666933,0,0,0,18.889306
38.09,3,78288.23,1,4,4,0.0,0.0,4.0,321.22,4.0,1,234.0,3431.06,1,0.6264,0.0,1,18271,18,1,1,0.0004865292454658196,0,0,0,23.859576
0.65,3,84469.88,1,0,3,0.0,0.0,4.0,58.78,1.0,1,131.0,2648.77,1,0.2279,0.0,0,50458,8,1,2,7.694959493733224e-06,0,0,0,0.148135
102.94,0,58438.22,2,3,2,0.0,0.0,5.0,106.05,1.0,2,150.0,3467.31,3,0.8961,0.0,1,5168,6,1,1,0.0017614882607947197,0,0,0,92.244534
30.41,3,46163.26,0,3,5,0.0,0.0,13.0,339.83,4.0,2,182.0,3926.02,2,0.1523,1.0,1,56119,9,1,1,0.0006587347008270033,0,0,0,4.631443
117.98,2,56065.92,4,4,1,0.0,0.0,2.0,235.92,3.0,3,51.0,1482.77,1,0.4767,1.0,0,22750,8,1,1,0.0021042711103088953,0,0,0,56.241066000000004
163.94,0,53592.77,4,2,3,0.0,0.0,14.0,69.8,0.0,3,87.0,237.65,3,0.8953,0.0,1,7538,4,1,2,0.0030589376339824575,0,1,0,146.77548199999998
247.85,2,2730.07,3,0,1,0.0,0.0,5.0,412.84,4.0,1,19.0,1329.17,3,0.3743,0.0,1,41990,10,1,1,0.09075197633162094,1,0,0,92.770255
272.56,3,29322.85,3,2,4,0.0,0.0,13.0,100.0,3.0,1,150.0,4183.66,1,0.7378,0.0,0,58958,20,1,1,0.009294823155895287,1,0,0,201.09476800000002
