Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Timestamp,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label,IP_Address,GPS_Location
c56aa628-ebfb-4409-b0f6-9a412b5c3214,638995.0,402.58,ATM Withdrawal,01-01-2025 15:07,97607.6,Laptop,Sydney,Travel,0.0,0.0,4.0,166.61,0.0,Amex,141.0,4478.42,Password,0.8278,0.0,0,72.25.52.80,"-71.6200995, 142.499572"
8e9985e1-203f-4bab-850c-e34195943b03,899513.0,5.91,POS,01-01-2025 12:07,42416.89,POS,New York,Electronics,0.0,0.0,8.0,29.36,1.0,Discover,236.0,99.56,Password,0.3776,0.0,0,195.66.114.197,"-16.5947465, -168.366991"
36f2d247-e032-4ac4-b06d-e9e352c61127,287115.0,71.17,Online,01-01-2025 20:15,28390.59,POS,Mumbai,Shopping,0.0,0.0,5.0,149.26,1.0,Mastercard,192.0,2224.43,OTP,0.9588,0.0,1,120.157.250.147,"56.5913645, 106.409067"
cb61c7a9-14f4-4691-bc93-1a4cc5ef1af0,751431.0,328.41,ATM Withdrawal,01-01-2025 00:50,76291.49,Laptop,Mumbai,Gaming,0.0,0.0,3.0,316.81,4.0,Mastercard,151.0,2482.64,Password,0.7155,0.0,1,107.114.5.187,"72.170722, 144.577086"
a29048ad-c6cd-4ffd-b484-7190a4a69649,302126.0,6.99,POS,01-01-2025 13:52,64888.73,Laptop,Sydney,Bills,0.0,0.0,2.0,56.21,0.0,Discover,180.0,2474.77,OTP,0.7945,0.0,0,5.204.224.131,"-3.5283925, -142.000933"
628f80b7-7e53-48a4-a44a-9ca346f8d879,672504.0,23.17,Online,01-01-2025 12:12,79403.39,POS,Sydney,Electronics,0.0,1.0,4.0,267.82,4.0,Amex,86.0,4506.21,Password,0.6003,0.0,1,13.202.131.237,"28.9694005, -94.208322"
e21cfeee-b887-407c-842f-f2d1167df3cf,987511.0,257.99,ATM Withdrawal,01-01-2025 19:46,45125.9,Tablet,Tokyo,Gaming,0.0,0.0,9.0,252.87,1.0,Amex,201.0,4960.57,Password,0.4548,0.0,0,204.27.30.194,"-79.7747205, -19.203119"
babf5893-8d6a-4783-8572-8a86ffa7e194,743061.0,6.5,Online,01-01-2025 07:11,15746.05,POS,New York,Travel,0.0,0.0,5.0,217.55,2.0,Amex,73.0,113.24,Biometric,0.9706,0.0,1,84.18.5.95,"25.5588055, 121.738532"
cdb4bde3-1c6f-4886-8bd4-4f66cfce8421,190727.0,87.3,Bank Transfer,01-01-2025 15:01,80385.77,ATM,Mumbai,Food,0.0,0.0,6.0,359.07,0.0,Mastercard,55.0,4473.86,OTP,0.5765,0.0,0,52.173.119.221,"-50.5960875, -159.106287"
9ac82936-682c-43fa-a5e1-dcae1ccb0be1,544278.0,183.55,Online,01-01-2025 13:22,20587.03,Mobile,Sydney,Food,0.0,0.0,3.0,132.63,0.0,Mastercard,22.0,2665.4,Password,0.6283,0.0,0,202.75.64.23,"-66.423160, 170.661845"
7400d47d-c677-4b55-b8b5-bbc38806f8f0,285493.0,195.09,Bank Transfer,02-01-2025 04:22,76826.82,Laptop,Mumbai,Bills,0.0,0.0,1.0,390.47,1.0,Visa,154.0,2483.21,Password,0.9173,0.0,1,10.145.145.205,"52.2716175, 117.241071"
5ae372e3-d395-4949-9a68-a8b733d9616e,419520.0,222.93,POS,02-01-2025 02:11,67894.26,POS,Mumbai,Electronics,1.0,0.0,8.0,281.2,4.0,Discover,147.0,3375.42,OTP,0.6937,0.0,1,215.112.137.195,"-10.032623, -55.194384"
a60d4f79-ae67-4cd9-9162-79b9c6351c30,496098.0,119.76,ATM Withdrawal,02-01-2025 09:08,98924.72,Tablet,Mumbai,Shopping,0.0,0.0,3.0,364.29,3.0,Visa,88.0,1519.44,Password,0.8529,0.0,1,70.48.82.177,"-57.8169735, 153.195774"
82436dbe-0ffe-44eb-a9d3-77c473d93219,92817.0,3.5,POS,02-01-2025 00:35,14768.37,Laptop,Sydney,Travel,0.0,0.0,13.0,38.78,4.0,Visa,185.0,2694.55,PIN,0.1469,0.0,1,141.92.153.79,"-24.9520585, 173.153360"
affe56cd-a70c-44f1-abfa-54263a29d2cd,91320.0,75.06,Bank Transfer,02-01-2025 06:59,3260.4,Tablet,Sydney,Electronics,0.0,0.0,2.0,208.13,2.0,Discover,231.0,3759.69,Password,0.4445,0.0,0,117.106.220.170,"19.266903, -60.348420"
6ad7c8b9-4fc5-41e6-aa0d-86045661cffa,129411.0,47.6,ATM Withdrawal,01-01-2025 07:54,33463.58,POS,New York,Electronics,0.0,0.0,14.0,186.56,3.0,Mastercard,198.0,1937.96,PIN,0.0503,1.0,0,124.239.152.176,"-39.5002185, 48.480778"
e0dc1931-d62b-426e-9888-002a7d6781c6,221258.0,24.2,POS,01-01-2025 00:50,60366.66,Tablet,Mumbai,Travel,0.0,0.0,6.0,56.16,1.0,Discover,19.0,4018.86,Biometric,0.7049,1.0,0,223.38.195.44,"-20.5775165, -93.755388"
9ea2a69b-c601-45c7-b8ec-64c80af82bda,501983.0,129.3,POS,01-01-2025 04:35,58391.5,Mobile,Tokyo,Travel,0.0,0.0,5.0,132.56,1.0,Discover,130.0,1377.42,PIN,0.949,0.0,1,73.212.57.237,"36.481166, -98.093570"
81a3abb0-2cef-4c16-84b8-dfa07cca2995,381796.0,242.19,Online,01-01-2025 13:10,69482.99,Tablet,Mumbai,Shopping,0.0,1.0,2.0,259.29,4.0,Amex,236.0,2940.56,Password,0.1351,1.0,1,35.155.215.39,"18.0997495, 140.268396"
6e9d9fec-bade-4f7a-9453-e6f6e4b67772,996521.0,148.14,POS,02-01-2025 06:15,96468.69,ATM,New York,Travel,0.0,0.0,13.0,200.41,2.0,Discover,59.0,4843.45,Password,0.7462,1.0,0,44.216.46.188,"-54.343291, 13.138547"
7fe3f1fe-5b10-4d3c-8a96-497248a0bebc,491069.0,66.62,Online,02-01-2025 01:17,82804.21,Tablet,Tokyo,Bills,0.0,0.0,9.0,206.54,2.0,Mastercard,184.0,1736.37,Biometric,0.1446,1.0,0,49.154.71.158,"-1.4056895, -11.387074"
7cf804ab-4826-4056-b7bd-d1cb431f9534,637361.0,166.73,POS,01-01-2025 23:24,9760.42,Tablet,New York,Bills,0.0,0.0,6.0,356.67,4.0,Mastercard,21.0,4023.92,Biometric,0.6984,0.0,1,164.148.20.150,"89.0860635, -28.701561"
8125dd46-fd33-405d-be7a-d3ba2f654674,515358.0,60.01,Bank Transfer,01-01-2025 02:48,91444.18,ATM,Tokyo,Travel,0.0,0.0,7.0,88.02,3.0,Mastercard,229.0,438.92,OTP,0.6836,0.0,0,112.189.29.210,"-27.6743505, 92.604770"
d48e6db5-e4ad-469c-be67-940d8b5dc0e8,76172.0,352.15,Online,01-01-2025 09:07,66131.21,Laptop,Tokyo,Gaming,1.0,0.0,1.0,61.85,4.0,Amex,27.0,1128.48,PIN,0.3608,0.0,1,68.230.76.125,"-69.7364885, 116.789681"
53c667cb-1905-4b06-be41-c3d56d060e39,98064.0,160.13,POS,01-01-2025 06:25,86202.86,Mobile,Sydney,Bills,0.0,0.0,5.0,202.31,1.0,Discover,224.0,264.84,Biometric,0.7029,1.0,0,31.5.28.104,"-24.945952, 104.686131"
6c120f99-ae01-4b1b-bf69-be7c6431c904,75307.0,60.87,Online,01-01-2025 14:16,43946.25,Mobile,Sydney,Food,0.0,0.0,5.0,197.49,0.0,Visa,195.0,2795.17,PIN,0.1002,1.0,0,137.48.230.253,"26.840853, -150.483053"
443b66ba-d9aa-40da-8e79-f812a9ce9163,168282.0,258.39,Bank Transfer,01-01-2025 23:02,44701.37,Mobile,Tokyo,Travel,0.0,0.0,7.0,18.24,1.0,Discover,130.0,3382.95,PIN,0.1159,0.0,0,36.79.195.21,"11.538817, -166.554146"
281c7c09-1a29-40d2-9475-ec308b2e8c5e,106310.0,105.09,Bank Transfer,02-01-2025 08:59,31714.65,Mobile,London,Bills,0.0,0.0,7.0,434.58,3.0,Mastercard,90.0,2262.25,PIN,0.3941,0.0,0,68.0.86.98,"74.3076675, -163.913246"
6275849d-6538-4e6a-a2b9-cb60ccbefb47,446794.0,8.43,POS,01-01-2025 21:59,35777.68,Tablet,Sydney,Electronics,0.0,1.0,8.0,458.16,0.0,Mastercard,176.0,4777.64,PIN,0.4972,0.0,0,135.6.76.144,"76.620891, -164.655901"
ffcdf0ca-5bfa-4c58-8b3e-ab186ebdffe8,633390.0,18.99,POS,01-01-2025 21:04,40588.26,Mobile,London,Travel,0.0,0.0,6.0,70.31,0.0,Mastercard,153.0,1893.03,OTP,0.8673,0.0,1,18.95.228.160,"-42.353340, 11.408817"
c9750482-fd3d-4003-a2ea-1ab5d264ddd1,172487.0,147.14,ATM Withdrawal,01-01-2025 05:57,54679.91,Tablet,London,Travel,0.0,0.0,6.0,62.47,4.0,Amex,218.0,1950.65,Biometric,0.5127,1.0,1,97.202.113.220,"-63.8751145, 6.583238"
6c760768-facd-4075-b7ed-583c52b44280,160712.0,24.12,ATM Withdrawal,01-01-2025 07:11,29267.6,Mobile,Tokyo,Food,0.0,0.0,14.0,185.36,4.0,Discover,62.0,1121.81,PIN,0.7317,1.0,1,112.232.224.148,"-22.493513, -118.443954"
746e1e69-8d28-4e10-bc74-41cd39cd702c,58858.0,119.12,Bank Transfer,01-01-2025 01:21,52145.93,Tablet,Tokyo,Travel,0.0,0.0,14.0,175.82,4.0,Mastercard,173.0,1467.49,Biometric,0.4325,1.0,1,63.226.185.40,"-44.933927, 69.051520"
239c0815-fb86-4022-a36d-8740782f4c71,105782.0,6.99,POS,02-01-2025 05:42,92848.47,Laptop,London,Bills,0.0,0.0,2.0,139.7,0.0,Discover,206.0,1407.16,PIN,0.9671,0.0,1,220.239.168.120,"-79.3938265, 62.275695"
c860c107-3dcb-4915-bc0c-53155ea15c05,478930.0,232.99,POS,01-01-2025 19:24,79317.58,Laptop,Sydney,Electronics,0.0,0.0,14.0,13.15,1.0,Mastercard,135.0,2219.04,Biometric,0.4358,0.0,0,101.15.63.254,"87.035585, 179.697236"
24fe58d7-370a-4b08-bed6-643ce1ca10fa,587663.0,32.32,ATM Withdrawal,01-01-2025 17:10,91827.65,ATM,New York,Food,0.0,0.0,4.0,227.33,3.0,Visa,215.0,2690.29,PIN,0.5195,0.0,0,173.62.64.119,"-62.377099, 99.933017"
0da8093b-f94c-4713-889e-e85058a2d084,665380.0,66.67,POS,01-01-2025 15:22,98566.42,Mobile,Mumbai,Food,0.0,0.0,8.0,368.34,2.0,Discover,21.0,4321.58,PIN,0.3685,0.0,0,159.187.144.186,"5.6178685, -20.613620"
86b06cc4-1d80-4855-adc1-391de9728280,761182.0,18.66,Bank Transfer,01-01-2025 06:37,64577.19,POS,Tokyo,Electronics,0.0,0.0,11.0,178.57,1.0,Mastercard,170.0,1040.96,OTP,0.8783,1.0,1,212.232.25.27,"-0.751640, -14.956244"
5d2ac0ee-0975-4ed6-a0a5-16090f1fd86c,963136.0,301.84,Online,01-01-2025 03:35,22115.18,POS,Mumbai,Food,0.0,0.0,5.0,50.87,4.0,Amex,106.0,2603.91,Password,0.196,1.0,1,130.38.127.61,"-49.348919, -116.766858"
e393bd54-061a-4803-9b86-7eac4e19a334,273280.0,130.77,Bank Transfer,01-01-2025 15:08,61797.58,Mobile,London,Gaming,0.0,0.0,14.0,349.9,2.0,Amex,195.0,152.59,Password,0.5613,1.0,0,126.83.149.114,"-29.653028, -164.400571"
d53bb75c-bfc1-4cc0-9b67-b09258b5b763,531797.0,66.96,ATM Withdrawal,01-01-2025 00:28,39966.87,Laptop,New York,Food,0.0,0.0,4.0,12.67,0.0,Visa,163.0,2943.92,PIN,0.0009,1.0,0,16.197.149.213,"24.9801045, 129.926095"
6ce4b8f0-d849-46cc-9ec1-4fcc9bcf45cf,338902.0,151.54,Bank Transfer,01-01-2025 03:53,43790.81,POS,London,Gaming,0.0,0.0,9.0,31.01,2.0,Visa,208.0,4766.3,Password,0.5658,0.0,0,10.195.56.134,"-6.795153, -105.124029"
4eb8fa14-0369-4a89-a6d4-fd0e580e215b,280100.0,46.95,Online,02-01-2025 09:17,97131.4,Tablet,Sydney,Food,0.0,0.0,9.0,243.37,2.0,Mastercard,203.0,2812.58,Password,0.3145,0.0,0,84.171.61.221,"-82.3961185, -114.571699"
8d58ea02-57ae-4310-a628-a1a9de95b183,981313.0,45.67,Bank Transfer,02-01-2025 07:21,45725.9,Mobile,Tokyo,Food,0.0,0.0,3.0,429.24,3.0,Visa,212.0,2224.86,Password,0.6856,0.0,0,194.147.91.240,"43.9776675, 46.914165"
7fb628e8-26bb-48cc-8422-a460de33e2cf,404925.0,418.49,ATM Withdrawal,01-01-2025 21:38,26347.66,Mobile,Tokyo,Gaming,0.0,0.0,3.0,454.12,3.0,Amex,64.0,3733.41,OTP,0.639,1.0,0,87.180.6.210,"85.2606225, -80.507553"
3fece367-d2cf-41bc-be68-9a15185da028,954656.0,8.27,Bank Transfer,01-01-2025 07:18,59175.3,ATM,Mumbai,Shopping,0.0,0.0,2.0,18.51,4.0,Visa,65.0,4797.38,Biometric,0.6767,0.0,1,222.118.128.1,"-23.1571495, 99.378604"
b35c2268-6f7e-454e-95b0-aafd86c74c29,469307.0,72.94,Bank Transfer,01-01-2025 23:29,47223.29,ATM,London,Travel,0.0,0.0,11.0,400.23,2.0,Amex,67.0,4540.49,PIN,0.9348,1.0,1,68.17.169.225,"47.775345, 118.757750"
fb2f5371-d3e9-4317-bdbb-1abe99b9a00e,464198.0,2.93,POS,01-01-2025 04:24,24324.35,Mobile,London,Travel,0.0,0.0,12.0,444.04,2.0,Discover,40.0,4848.26,Biometric,0.8525,0.0,1,107.2.236.73,"78.8893245, -143.114093"
ff79ab7f-307b-4bbf-ab8b-51b5b29cfd47,321690.0,82.24,Online,01-01-2025 07:46,51495.28,Tablet,Sydney,Gaming,0.0,0.0,8.0,152.69,0.0,Mastercard,77.0,977.9,Biometric,0.8949,0.0,1,122.129.3.253,"-4.4430765, 173.394651"
83fe85db-cad8-4096-b830-8e489ff253c1,733745.0,53.03,ATM Withdrawal,01-01-2025 19:04,90905.59,Laptop,Sydney,Electronics,0.0,0.0,9.0,490.85,1.0,Amex,231.0,859.37,Biometric,0.8621,0.0,1,91.220.230.121,"-82.560386, 48.725511"
a8e55928-3a1d-40d5-9bd2-891ce49a5437,868301.0,20.2,Online,01-01-2025 03:51,10823.87,Tablet,New York,Shopping,0.0,0.0,6.0,465.12,3.0,Amex,15.0,4212.29,Biometric,0.131,0.0,0,74.251.132.138,"-7.925502, -138.242769"
1bc54623-2e5b-4826-8544-8c170a72d158,376042.0,53.83,POS,02-01-2025 03:12,52817.45,Tablet,Mumbai,Shopping,0.0,0.0,1.0,82.26,2.0,Visa,13.0,1880.11,OTP,0.0275,0.0,0,140.66.19.249,"71.408723, 144.826253"
4612af1f-b793-4881-8e33-20d30832a194,52756.0,46.22,ATM Withdrawal,01-01-2025 15:27,20104.18,ATM,Mumbai,Shopping,0.0,0.0,5.0,320.55,0.0,Discover,185.0,1978.58,PIN,0.7785,0.0,0,165.60.76.50,"-80.761669, -4.934162"
51f16e62-4fa2-4070-8bfa-959ac889c2d7,372170.0,104.73,ATM Withdrawal,01-01-2025 16:19,40139.23,Mobile,New York,Travel,0.0,0.0,5.0,206.4,3.0,Mastercard,211.0,1181.79,OTP,0.1367,0.0,0,216.154.187.16,"-35.394749, -158.392066"
db93c7c4-09b1-437a-86d6-3e49119130ae,940432.0,187.47,Online,01-01-2025 22:36,9992.8,Tablet,Sydney,Travel,0.0,0.0,4.0,309.18,3.0,Mastercard,193.0,2760.28,Password,0.6089,0.0,0,71.139.50.228,"54.9784145, -149.336047"
3a412866-36a4-4be4-9292-14d2ae64eb57,422702.0,75.67,Online,02-01-2025 08:42,3218.0,Laptop,Sydney,Electronics,1.0,0.0,14.0,17.31,0.0,Discover,189.0,2517.82,Password,0.4724,0.0,0,169.113.17.64,"89.258327, -42.437833"
ff18bd09-a919-4161-9ae7-bcc11f9fc17b,362695.0,183.25,ATM Withdrawal,01-01-2025 14:21,28675.67,Laptop,Sydney,Bills,0.0,0.0,3.0,222.69,2.0,Visa,191.0,4607.34,Password,0.9188,0.0,1,179.208.2.49,"14.7966905, -145.096653"
0ffec130-bdc2-4c33-b83c-4b3e14a2a13b,300674.0,151.58,POS,01-01-2025 09:26,36214.75,ATM,New York,Shopping,0.0,1.0,14.0,343.02,1.0,Discover,1.0,228.54,OTP,0.6081,1.0,0,108.172.199.55,"-24.735235, -33.382829"
95044743-0bc9-41d7-957c-0c5f70bfeb5e,641271.0,91.65,ATM Withdrawal,01-01-2025 22:02,6526.39,ATM,Sydney,Food,0.0,1.0,12.0,25.87,2.0,Discover,32.0,3773.18,PIN,0.7014,0.0,0,166.204.145.129,"-6.5806485, -147.671205"
40a16848-2339-4377-8a07-fab4ebb659cd,15702.0,91.14,POS,02-01-2025 07:48,55191.31,Laptop,Tokyo,Travel,0.0,0.0,5.0,454.56,3.0,Amex,151.0,2556.06,OTP,0.1048,0.0,0,116.160.96.42,"-64.1074835, -126.690702"
25e3280d-c4ee-4a10-8bac-af28630a9fd1,399362.0,68.76,ATM Withdrawal,02-01-2025 06:09,15710.18,Mobile,Sydney,Electronics,0.0,0.0,8.0,358.59,1.0,Amex,224.0,4194.02,Password,0.0091,0.0,0,221.116.138.40,"-7.2402695, 151.605200"
e61bbcf6-dd16-4818-86fe-9a6033fb7d33,366838.0,42.64,Online,02-01-2025 05:58,67863.86,Tablet,London,Gaming,0.0,1.0,13.0,451.09,2.0,Mastercard,177.0,793.2,Password,0.001,0.0,0,96.12.42.31,"-69.194531, 51.530286"
e530b9ac-1952-4972-9395-fe498c9e9b97,102222.0,56.64,Online,01-01-2025 11:28,85544.17,Tablet,London,Travel,0.0,0.0,12.0,132.06,0.0,Amex,129.0,712.32,OTP,0.4368,0.0,0,185.210.179.118,"45.903830, -164.932489"
5ed4d80c-6794-43b4-acca-40bcb1bd1418,812998.0,164.01,ATM Withdrawal,01-01-2025 09:40,81250.6,Tablet,Tokyo,Electronics,0.0,0.0,12.0,213.06,4.0,Amex,97.0,2800.44,Password,0.7511,0.0,1,152.164.190.120,"-67.9981845, 3.024538"
42de72f5-d2de-4eeb-b999-0cf890c1c33d,8345.0,75.21,POS,02-01-2025 08:44,12009.41,POS,New York,Gaming,0.0,0.0,6.0,397.55,0.0,Mastercard,214.0,778.76,OTP,0.5446,1.0,0,69.57.215.16,"-45.7434425, -56.129716"
050d5558-875f-419f-bdf1-b0eb8f5443bd,634383.0,15.33,ATM Withdrawal,01-01-2025 08:29,20323.4,Mobile,Tokyo,Gaming,0.0,0.0,5.0,79.02,0.0,Discover,24.0,4098.01,Password,0.9913,0.0,1,41.160.235.35,"-70.7292015, -117.480690"
4ea4fedc-af91-4171-9b0a-b76ce29f27ce,75725.0,169.55,Online,01-01-2025 00:08,59735.73,POS,Mumbai,Travel,0.0,0.0,4.0,136.7,3.0,Amex,22.0,1583.64,OTP,0.0701,0.0,0,32.214.132.103,"72.5792425, -4.095834"
2754f1e6-2d2c-42a5-a27d-fa43998ee5cf,644605.0,81.08,Bank Transfer,01-01-2025 12:19,3403.68,ATM,Sydney,Bills,0.0,0.0,1.0,127.7,3.0,Amex,42.0,4680.12,OTP,0.8869,0.0,1,87.203.38.56,"32.886531, -162.088125"
5253d913-2ef3-4e26-93c9-3ca34e4452e8,604861.0,47.98,ATM Withdrawal,01-01-2025 01:22,74957.69,Laptop,New York,Shopping,1.0,0.0,3.0,57.48,1.0,Visa,53.0,801.42,Password,0.7875,1.0,0,62.42.40.84,"-0.921162, 65.255673"
e08e7f8e-7b3d-4508-bc09-b904ab0b98af,963459.0,108.66,Online,01-01-2025 01:09,55497.12,Laptop,Tokyo,Food,0.0,0.0,13.0,95.1,2.0,Discover,74.0,4084.29,Password,0.4203,1.0,0,105.31.114.100,"-66.788578, 124.050141"
a1673217-90b2-47b7-95e4-2f204d30a709,896156.0,97.92,Bank Transfer,01-01-2025 02:09,34580.8,Tablet,Mumbai,Gaming,0.0,0.0,13.0,41.46,3.0,Mastercard,51.0,4605.21,Biometric,0.5873,0.0,0,191.124.16.138,"-42.956592, -79.106927"
3729e5c0-a85e-4a3c-bff8-f66232f25ee4,60329.0,205.75,Online,01-01-2025 00:22,68150.93,POS,Mumbai,Shopping,0.0,1.0,8.0,394.98,3.0,Visa,149.0,3819.13,OTP,0.9531,1.0,1,11.149.200.83,"28.7020075, -118.446670"
cc4c7504-8c7a-4b00-8f6a-b76f33144663,458123.0,11.06,POS,01-01-2025 09:31,61738.65,Laptop,Tokyo,Bills,0.0,0.0,9.0,494.46,0.0,Discover,3.0,101.48,Biometric,0.9744,0.0,1,96.54.255.91,"-30.595125, 112.269964"
8fc9fddd-fe4b-45f4-be1a-ad2db7de6c19,477287.0,17612.100000000002,Bank Transfer,01-01-2025 12:42,2379.62,Tablet,Sydney,Travel,0.0,0.0,13.0,100.85,0.0,Discover,4.0,2005.73,PIN,0.7446,0.0,0,144.225.132.98,"-5.8238615, -16.885402"
949342f5-78d9-4310-b019-c0383829fe7c,603332.0,76.77,POS,01-01-2025 12:16,54223.11,POS,Sydney,Travel,0.0,0.0,9.0,60.05,2.0,Amex,75.0,3474.09,Password,0.0315,0.0,0,215.147.18.218,"60.313484, -37.374950"
c6517cf3-9440-44f6-a10c-194fcbb0fd99,257346.0,99.09,POS,01-01-2025 14:21,33632.12,Mobile,Sydney,Shopping,0.0,0.0,11.0,392.41,4.0,Mastercard,72.0,1128.92,OTP,0.0936,0.0,1,42.26.101.250,"-31.959341, -71.864344"
634c6fa3-4824-40d6-bd3e-f817bbd8d6be,67233.0,9.66,ATM Withdrawal,01-01-2025 13:06,17747.89,Laptop,Mumbai,Electronics,0.0,0.0,13.0,371.43,2.0,Mastercard,46.0,754.2,Biometric,0.2606,1.0,0,138.142.116.157,"-67.355087, -112.546798"
2ad5d0f8-190b-4e5f-8465-7416a7e050e0,800181.0,28.77,ATM Withdrawal,02-01-2025 02:32,87318.69,Mobile,Sydney,Travel,0.0,1.0,5.0,113.42,3.0,Amex,239.0,2260.98,Biometric,0.8906,1.0,1,91.207.80.104,"-39.659740, -122.535803"
8b51706a-2595-42cb-bcf3-d6ae66196a1e,9666.0,142.31,Bank Transfer,01-01-2025 02:29,84375.28,Tablet,Tokyo,Shopping,0.0,0.0,10.0,95.94,4.0,Discover,10.0,4318.84,Biometric,0.8623,0.0,1,89.92.115.139,"-40.553381, 138.686042"
50fb578e-5288-41ce-8f21-2a21042c4d54,990688.0,13.55,ATM Withdrawal,02-01-2025 07:42,87050.41,Laptop,Tokyo,Bills,0.0,0.0,1.0,498.14,0.0,Amex,183.0,481.11,OTP,0.711,0.0,0,112.132.97.126,"-23.6770905, 98.374596"
8d901ef4-0403-4d90-9aa5-69eb21f4695d,894730.0,13.57,POS,02-01-2025 09:11,86520.2,ATM,New York,Gaming,0.0,0.0,11.0,225.63,0.0,Visa,228.0,1906.59,PIN,0.0196,0.0,0,47.65.147.100,"4.301808, 127.598532"
2aefa6db-3a0d-4bac-8ef9-288d12d578ee,405524.0,220.08,Online,01-01-2025 22:51,67398.56,Mobile,Tokyo,Travel,0.0,0.0,10.0,284.25,0.0,Amex,5.0,3304.25,Biometric,0.0996,0.0,0,195.172.245.233,"0.1372525, 21.977291"
40514d87-6b6d-4b07-bab3-4236c282d7a7,104618.0,17612.100000000002,Bank Transfer,01-01-2025 19:12,41843.06,ATM,New York,Bills,0.0,0.0,10.0,202.78,4.0,Visa,42.0,170.64,Biometric,0.6247,0.0,1,75.74.97.17,"83.6826775, 87.239998"
8b5daa4a-1d68-4faa-ab40-db3198964cd1,290525.0,4.79,Online,01-01-2025 08:41,91931.13,Tablet,London,Gaming,0.0,0.0,13.0,289.91,4.0,Amex,165.0,1874.21,PIN,0.7838,0.0,1,168.21.57.148,"-80.3517435, 84.486638"
c06b0625-3c03-48a1-9b06-9622ce8b61d9,62359.0,16.6,Online,01-01-2025 19:37,74548.72,Mobile,Sydney,Bills,0.0,0.0,4.0,368.8,1.0,Mastercard,40.0,927.24,OTP,0.897,1.0,1,183.142.159.16,"-2.7460845, 12.016625"
0f55eee0-fe76-448c-ae29-c51e8d11d865,746275.0,31.33,Bank Transfer,01-01-2025 22:32,43481.93,Tablet,Mumbai,Shopping,0.0,1.0,11.0,190.54,4.0,Mastercard,169.0,3349.87,PIN,0.9231,0.0,1,123.108.77.38,"57.5684825, -102.208300"
d8d6ff69-de16-4907-9318-dd5772c2cc1a,267857.0,86.42,Bank Transfer,02-01-2025 03:30,23918.96,POS,Mumbai,Shopping,0.0,0.0,9.0,377.21,2.0,Visa,49.0,4650.65,Biometric,0.0583,0.0,0,194.232.188.24,"76.2098735, 16.520985"
6636a65d-ecff-4a86-921c-1391102e3602,991276.0,49.43,Bank Transfer,01-01-2025 09:41,47119.14,Tablet,London,Food,0.0,0.0,2.0,254.59,2.0,Visa,78.0,959.03,Biometric,0.2324,0.0,0,141.250.153.136,"13.8035275, 81.763738"
f11e9358-e584-40eb-9951-b92b41ebdc35,287567.0,36.66,Bank Transfer,01-01-2025 20:36,60842.31,POS,Tokyo,Bills,0.0,0.0,8.0,481.75,3.0,Discover,28.0,3170.78,Biometric,0.7482,0.0,0,113.213.59.39,"-41.5350855, 49.231967"
2b8bd97a-39b7-4e30-a14c-83b41f6a5afc,34116.0,40.94,Bank Transfer,01-01-2025 09:30,31935.93,Mobile,Mumbai,Travel,0.0,0.0,10.0,273.62,4.0,Discover,146.0,2376.6,PIN,0.0382,0.0,1,21.180.62.47,"2.599455, 118.307802"
84bdc1dd-fde9-4a91-821c-f72da0ebf271,944457.0,199.11,Bank Transfer,01-01-2025 19:50,85294.43,POS,New York,Electronics,0.0,0.0,11.0,195.47,2.0,Visa,118.0,773.08,PIN,0.1117,1.0,0,42.202.153.125,"8.128746, -171.631524"
91efe228-b51f-4f3a-b405-3074e98ed5c8,31963.0,17.58,ATM Withdrawal,02-01-2025 05:33,34843.01,Mobile,Mumbai,Shopping,0.0,0.0,10.0,40.94,4.0,Amex,170.0,1647.22,PIN,0.1436,0.0,1,119.171.48.218,"-41.488625, -45.650676"
a24a4a99-c545-419d-bd08-a1a20465ebb4,686335.0,50.56,ATM Withdrawal,01-01-2025 05:09,3897.31,Laptop,Sydney,Travel,0.0,0.0,5.0,408.39,4.0,Amex,204.0,4751.29,Biometric,0.0896,0.0,1,73.61.43.70,"13.542226, 51.365147"
169ee946-de30-409f-9787-3133692cce00,815304.0,443.76,Bank Transfer,01-01-2025 10:11,30764.82,Tablet,London,Travel,0.0,0.0,13.0,80.26,4.0,Amex,111.0,4064.93,Biometric,0.7854,1.0,1,30.160.19.194,"-76.9021085, 128.582919"
6dc32319-dffd-4ee7-b31f-27fe925e437e,785149.0,64.96,ATM Withdrawal,01-01-2025 21:29,12563.39,Mobile,London,Electronics,0.0,0.0,3.0,335.65,4.0,Amex,147.0,2309.86,Password,0.0261,1.0,1,139.109.102.156,"-66.0993775, 35.726336"
b34a12d6-246c-4e10-a84b-b1b345df017d,539179.0,64.88,POS,01-01-2025 19:25,60622.2,ATM,Sydney,Gaming,0.0,0.0,14.0,405.35,4.0,Visa,229.0,3286.74,Biometric,0.8401,1.0,1,201.115.195.244,"22.3208725, 172.674679"
